X,Y,OBJECTID,ID_MA98,AG_MG_KG,AS_MG_KG,BA_MG_KG,BE_MG_KG,CD_MG_KG,CR_MG_KG,CU_MG_KG,HG_MG_KG,MN_MG_KG,MO_MG_KG,NI_MG_KG,PB_MG_KG,SB_MG_KG,SE_MG_KG,ZN_MG_KG,ID_UFSCL,FDOTID_UF,LAB_NUM_UF,DATE_UF,COUNTY_UF,SOIL_ORDER,SO_SER_UF,SOIL_TY_UF,HORIZON_UF,PARENT_UF,LATITUDE,LONGITUDE,ALBERS_X,ALBERS_Y
617299.399300002,661308.2485,208,5834,0.46,0.34,4.2,1.030,0.004,15,1,2.2,12.700,1.79,11.8,4.53,0.150,0.08,2.4,S10_002,5834,5834,1983/10/19 00:00:00+00,Clay,ODS,HURRICANE FINE SAND,"Aquic Grossarenic  Alorthods, sandy, siliceous, thermic.",A,Marine sands,29.940917,-81.745853,617299.12,661308.5
508911.048599999,580221.1578,209,6796,0.5,7.7,15.6,1.400,0.19,73.8,3.2,7.7,195.000,4.79,19.3,16.77,0.400,0.08,9.3,S38_008,6796,6796,1986/01/27 00:00:00+00,Levy,EPTS,WACCASASSA SANDY CLAY LOAM,"LITHIC  ENDOAQUEPTS, LOAMY, SILICEOUS, ACTIVE, NONACID, HYPERTHERMIC",A,Sandy and loamy marine sediments over residuum from underlying limestone.,29.22401,-82.877778,508910.77,580221.32
638673.933600001,349659.3491,210,6113,0.35,0.15,6.6,0.240,0.01,16.6,0.7,5.2,6.000,1.55,10.5,1.8,0.150,0.08,3.8,S14_010,6113,6113,1984/05/16 00:00:00+00,DeSoto,ALFS,MALABAR FINE SAND,"Grossarenic Endoqualfs, loamy, siliceous, active, hyperthermic.",A,Sandy and loamy marine sediments,27.131258,-81.587423,638673.58,349659.4
670336.072099999,405101.2313,211,6369,0.51,0.19,2.3,0.860,0.004,6.3,0.7,3.3,17.700,1.98,8.2,3.34,0.460,0.04,4.6,S28_021,6369,6369,1985/02/13 00:00:00+00,Highlands,ENTS,SATELLITE SAND,"AQUIC QUARTZIPSAMMENTS, HYPERTHERMIC, UNCOATED",A,Marine sands,27.624472,-81.255,670335.68,405101.25
543075.900800001,669764.9044,212,6753,0.43,3.9,44.6,0.800,0.08,23.6,2.1,3.9,218.000,1.11,14.2,5.77,0.150,0.04,8.8,S63_007,6753,6753,1986/01/21 00:00:00+00,Union,ALFS,WAMPEE LOAMY FINE SAND,"Aquic Arenic Paleudalfs, loamy, siliceous, semiactive, thermic.",Ap,0,30.027227,-82.514657,543075.74,669765.18
690910.723499998,342899.0889,213,7579,0.36,5.3,18.9,0.200,0.23,5,3,5.3,4.300,0.4,7,2.56,0.150,0.19,2.4,S22_004,7579,7579,1988/06/02 00:00:00+00,Glades,ALFS,Felda Aquults Variant Fine Sand,"Arenic Endoaquults, loamy, siliceous, active, hyperthermic.",Ap,Marine sands and clays.,27.06018,-81.061209,690910.46,342899.13
480761.541299999,667294.5695,214,7907,0.5,0.07,14.8,0.300,0.004,6.2,5.1,4.6,45.300,1.3,8.8,7.98,0.300,0.08,3.1,S34_008,7907,7907,1989/04/13 00:00:00+00,Lafayette,ENTS,Foxworth fine sand,"Aquic Quartzipsamments, thermic, coated .",Ap,Marine deposit,30.010264,-83.161721,480761.46,667294.95
453737.9965,710591.816,215,6242,0.68,0.21,32.6,0.760,0.02,35.2,6.8,3,85.400,4.12,80.6,10.46,0.300,0.26,12.8,S40_018,6242,6242,1984/10/31 00:00:00+00,Madison,ULTS,PLUMMER SAND,"GROSSARENIC PALEAQUULTS, LOAMY, SILICEOUS, SUBACTIVE, THERMIC",Ap,Sandy and loamy marine sediments.,30.401724,-83.440172,453737.92,710592.11
581352.129000001,522187.0392,216,5695,0.46,0.41,6.7,0.750,0.004,7.4,1.4,5.5,18.000,1.21,4.4,2.94,0.500,0.08,4.9,S60_012,5695,5695,1983/02/23 00:00:00+00,Sumter,ENTS,ADAMSVILLE COATED VARIANT FINE SAND,"Aquic Quartzipsamments, hyperthermic, coated .",Ap,Thick beds of sandy marine sediments.,28.693559,-82.140447,581352.11,522187.01
168441.010400001,712250.7746,217,6299,0.32,0.21,3.5,0.140,0.004,21.8,1.3,1.5,11.400,1.69,19.5,1.98,0.150,0.08,3.7,S46_002,6299,6299,1985/01/01 00:00:00+00,Okaloosa,ODS,LEON SAND,"Aeric Alaquods, sandy, siliceous, thermic",A,0,30.397364,-86.412372,168440.89,712251.26
548533.396299999,663558.1818,218,6655,0.33,0.5,7.8,0.800,0.004,11.7,1.7,3.7,16.600,0.99,10.3,3.09,0.150,0.06,7.5,S63_005,6655,6655,1985/06/27 00:00:00+00,Union,ULTS,PLUMMER SAND,"Grossarenic Paleudults, loamy, siliceous, subactive, thermic.",Ap,0,29.970715,-82.458811,548533.23,663558.44
548325.971000001,663481.2099,219,6662,0.51,0.4,5,0.440,0.004,6.2,1.2,2.3,7.500,1.54,9.2,3.59,0.770,0.17,7.7,S63_006,6662,6662,1985/06/27 00:00:00+00,Union,ODS,Sapelo Sand,"Ultic Alaquods, sandy, siliceous, thermic.",Ap,0,29.970045,-82.460973,548325.86,663481.4
467219.864399999,668166.1906,220,7880,0.5,0.35,6,0.400,0.004,6.3,1.4,7.6,6.800,1.51,7.8,2.76,0.200,0.2,3.6,S34_004,7880,7880,1989/04/12 00:00:00+00,Lafayette,ODS,Lynn Haven Mucky Loamy Fine Sand,"Typic Alaquods, sandy, siliceous, thermic.",Ap,Marine sediments,30.018875,-83.302225,467219.77,668166.52
538432.715100002,666289.7363,221,6632,0.37,0.67,35.7,0.800,0.05,30.6,3.1,3.9,36.500,1.25,20.6,7.64,0.150,0.08,8.1,S63_001,6632,6632,1985/06/26 00:00:00+00,Union,ENTS,"Alaga Sand, Moderately Wet","Typic Quartzipsamments, coated, thermic.",Ap,0,29.996419,-82.563276,538432.63,666289.94
538628.363200001,666270.371,222,6637,0.35,0.03,12.9,0.500,0.004,12.7,1.3,2.6,18.600,0.84,10.4,3.42,0.150,0.04,3.9,S63_002,6637,6637,1985/06/26 00:00:00+00,Union,ULTS,ALBANY FINE SAND,"Aquic Grossarenic Paleudults, loamy, siliceous, subactive, thermic.",Ap,0,29.996224,-82.561248,538628.26,666270.62
617159.626800001,668432.4241,223,5850,0.46,0.35,4.7,0.020,0.004,10.1,0.7,2.3,33.100,1.35,11.3,6.02,0.460,0.03,4.6,S10_005,5850,5850,1983/10/20 00:00:00+00,Clay,ENTS,PENNEY FINE SAND,"Lamellic  Quartzipsamments, thermic, uncoated",A,Sandy marine sediments.,30.005106,-81.745952,617159.41,668432.61
142823.883200001,753022.0061,224,6339,0.48,1.43,13.3,0.600,0.004,25,5,3.2,204.000,0.99,14.6,6.37,0.150,0.14,9.4,S46_009,6339,6339,1985/01/29 00:00:00+00,Okaloosa,ULTS,TROUP SAND,"GROSSARENIC KANDIUDULTS, LOAMY, KAOLINITIC, THERMIC",A,"Unconsolidated sandy and loamy marine sediments; upland sideslope.",30.75993,-86.688428,142823.87,753022.52
587626.3532,641787.5838,225,6784,0.4,3.4,6.6,0.600,0,13.2,1.1,3.4,35.900,1.12,11.3,0,0.150,0,4.9,S04_007,6784,6784,1986/01/22 00:00:00+00,Bradford,ENTS,ALPIN SAND,"LAMELLIC  QUARTZIPSAMMENTS, THERMIC, COATED",Ap,Sandy marine sediments.,29.769654,-82.0568,587626.25,641787.92
636813.2568,354547.9699,226,6102,0.31,0.13,5.6,0.160,0.21,9,1,4.3,4.300,1.15,9,1.75,0.150,0.08,2.1,S14_008,6102,6102,1984/05/16 00:00:00+00,DeSoto,ENTS,VALKARIA FINE SAND,"Spodic Psammaquents, siliceous, hyperthermic",Ap,Sandy marine deposits,27.175604,-81.605267,636812.92,354548
661854.286899999,403275.7578,227,6364,0.4,0.24,27.2,0.620,0.02,10.8,3.6,2.6,7.600,0.9,6.9,8.43,0.250,0.03,2.7,S28_020,6364,6364,1988/02/12 00:00:00+00,Highlands,OLLS,CHOBEE SANDY CLAY LOAM,"Typic Argiaquolls, fine-loamy, siliceous, superactive, hyperthermic",A1,Marine sediments,27.609711,-81.341497,661853.84,403275.74
636299.433499999,352764.6527,228,6093,0.26,0.2,7.1,0.120,0.04,3.8,0.7,2.6,3.900,0.8,6,1.56,0.150,0.06,1.7,S14_006,6093,6093,1984/05/15 00:00:00+00,DeSoto,ENTS,BASINGER FINE SAND,"Spodic Psammaquents, siliceous, hyperthermic.",A,Sandy marine sediments,27.159636,-81.610811,636299.09,352764.71
572570.8365,672823.1747,229,6609,0.64,0.39,23.5,1.700,0.05,31.7,3.9,6.9,21.600,2.44,12.1,27.62,0.150,0.5,15.7,S04_003,6609,6609,1985/06/24 00:00:00+00,Bradford,ALFS,GRIFTON FINE SANDY LOAM,"Typic Endoaqualfs, fine-loamy, siliceous, semiactive, thermic",A,Loamy marine sediments,30.051245,-82.208033,572570.68,672823.44
640995.570799999,708388.3135,230,1549,0.45,0.93,23.3,1.500,0.004,18.1,3.7,1.7,NA,1.48,6.4,12.38,NA,0.08,15.9,S16_007,1549,1549,1974/10/17 00:00:00+00,Duval,ENTS,KERSHAW FINE SAND,"Typic Quartzipsamments, thermic, uncoated.",A,Thick deposits of marine sands.,30.360869,-81.490167,640995.31,708388.57
620771.113499999,346873.164,231,5537,0.39,0.23,4.3,0.530,0.004,5.4,0.7,3.9,5.000,1.06,7.4,2.54,0.150,0.08,2.6,S14_002,5537,5537,1982/12/14 00:00:00+00,DeSoto,ALFS,PINEDA FINE SAND,"Arenic Glossaqualfs, loamy, siliceous, active, hyperthermic",Ap,Sandy and loamy marine sediments,27.109205,-81.768858,620770.69,346873.24
619774.616999999,357289.8384,232,5561,0.37,0.17,6.3,0.250,0.004,4.7,1.1,6.9,4.700,0.96,7.9,2.98,0.150,0.06,3.1,S14_005,5561,5561,1982/12/15 00:00:00+00,DeSoto,ODS,IMMOKALEE FINE SAND,"Arenic Alaquods, sandy, siliceous, hyperthermic.",A,Sandy marine sediments,27.203166,-81.777029,619774.2,357289.87
636425.999699999,352732.1232,233,6098,0.84,0.29,44,0.140,0.82,24.8,7.6,17.2,9.600,4.5,15.6,7.68,1.200,1.54,5,S14_007,6098,6098,1984/05/16 00:00:00+00,DeSoto,ISTS,SAMSULA MUCK,"Terric  Haplosaprists, sandy or sandy-skeletal, siliceous, dysic, hyperthermic",Oa1,Hydrophytic plant remains,27.159321,-81.609538,636425.61,352732.17
772172.317299999,148158.251,234,7665,0.89,1.3,29.7,0.600,0.16,22.8,3.5,14,85.900,2.1,14,32.62,0.230,1.08,7.7,S44_001,7665,7665,,DeSoto,ISTS,Tavernier Muck,"Lithic Haplosaprists, euic, isohyperthermic, shallow.",Oa,Marine from organic material over residuum from limestone material.,25.286333,-80.299755,772172.5,148158.26
647981.328299999,247589.0834,235,7431,0.37,5.6,9.6,0.500,0.004,2.9,0.5,5.6,5.500,0.4,9,2.59,0.300,0.04,2.3,S11_001,7431,7431,1984/04/21 00:00:00+00,Collier,ALFS,Boca Fine Sand,"Arenic Endoaqualfs, loamy, siliceous, superactive, hyperthermic.",A,Marine sands from limestone material,26.21032,-81.514162,647980.98,247589.02
164781.469099998,751510.0599,236,6317,0.36,1.07,14.9,0.280,0.08,25.6,3.3,1.7,73.500,1.7,22.5,6.45,0.150,0.08,9.8,S46_005,6317,6317,1985/01/29 00:00:00+00,Okaloosa,ENTS,LAKELAND SAND,"Typic Quartzipsamments, thermic, coated",A,0,30.750435,-86.45864,164781.44,751510.48
584357.3675,695593.6041,237,4661,0.36,0.17,9.1,2.290,0.004,5.8,0.6,2.6,12.400,2.23,5.2,5.09,0.150,0.08,2.5,S02_001,4661,4661,1980/09/11 00:00:00+00,Baker,ODS,LEON SAND,"Aeric  Alaquods, sandy, siliceous, thermic.",A,Sandy and loamy marine sediments.,30.254768,-82.081984,584357.19,695593.87
617845.749899998,468490.2524,238,3050,0.66,16.94,34,2.540,0.007,13.8,3.6,7.1,54.000,1.04,1,74.74,0.600,0.16,12.8,S53_005,3050,3050,1977/02/25 00:00:00+00,Polk,ULTS,SPARR SAND,"Aquic Grossarenic Paleudults, loamy, siliceous, subactive, hyperthermic.",Ap,Thick beds of sandy and loamy marine sediments.,28.204677,-81.776256,617845.13,468490.55
416573.659000002,707336.4926,239,5047,0.59,0.44,25.7,0.910,0.004,10,1.4,4.3,15.200,1.24,6.2,5.05,0.150,0.05,4.2,S33_026,5047,5047,1981/10/07 00:00:00+00,Jefferson,ODS,SAPELO SAND,"Ultic Alaquods, sandy, siliceous, thermic.",A,Sandy and loamy marine sediments.,30.373386,-83.827387,416573.54,707336.77
574480.272399999,672340.4046,240,6603,0.34,0.35,7.1,0.900,0.004,15,3,2.8,10.100,1.49,8.7,5.88,0.150,0.03,7.5,S04_002,6603,6603,1985/06/24 00:00:00+00,Bradford,ULTS,OCILLA FINE SAND,"Aquic Arenic Paleudults, loamy, siliceous, semiactive, thermic",Ap,Sandy and loamy marine sediments,30.046645,-82.188282,574480.16,672340.68
702234.947999999,300293.3422,241,5604,1.1,1.31,53,0.100,0.04,15.8,29.2,46.3,33.800,4.92,13.6,6.24,0.600,1.34,13.6,S26_019,5604,5604,1983/01/13 00:00:00+00,Hendry,EPTS,PLANTATION FINE SAND,"Histic Humaquepts, sandy, siliceous, hyperthermic",Oa,Sandy marine sediments.,26.674062,-80.957473,702234.76,300293.37
397479.412599999,719760.9684,242,4998,0.53,0.34,12.2,1.230,0.004,11.6,1.5,3.7,17.300,1.2,6.3,2.57,0.400,0.08,2.8,S33_019,4998,4998,1981/07/21 00:00:00+00,Jefferson,ULTS,Surrency Alfic Variant Fine Sand,"Arenic Umbric Endoaqualfs, loamy, siliceous, semiactive, thermic.",Ap,Sandy and loamy marine sediments.,30.485442,-84.02628,397479.4,719761.2
691921.169300001,343529.6195,243,7560,0.34,2.5,5.3,0.050,0.004,0.7,0.5,2.5,2.200,0.4,7,0.91,0.150,0.08,0.9,S22_001,7560,7560,1988/06/01 00:00:00+00,Glades,ALFS,PINEDA FINE SAND,"Arenic Glossaqualfs, loamy, siliceous, active, hyperthermic.",A,Sandy and loamy marine sediments,27.06564,-81.050853,691920.84,343529.73
759570.794399999,167213.3738,244,6538,0.72,3.98,14.1,0.050,0.26,22.8,38.1,5.2,260.000,2.25,3.2,15.2,0.700,0.42,86.5,S13_203,6538,6538,1985/05/15 00:00:00+00,Dade,ENTS,"PERRINE MARL, DRAINED","TYPIC FLUVAQUENTS, COARSE-SILTY, CARBONATIC, HYPERTHERMIC",Lkp,0,25.461408,-80.419473,759570.88,167213.35
648278.8781,614204.3174,245,7024,0.46,2.4,11.9,0.800,0.07,14,1.4,2.4,19.100,1.6,11,2.95,0.250,0.08,2.1,S18_003,7024,7024,1986/05/20 00:00:00+00,Flagler,ODS,WABASSO FINE SAND,"ALFIC  ALAQUODS,  SANDY OVER LOAMY, SILICEOUS,  ACTIVE,  HYPERTHERMIC",A,Sandy and loamy marine sediments,29.511268,-81.434739,648278.59,614204.51
638687.6186,698234.7277,246,1524,0.3,0.31,10.1,0.400,0.02,4.3,1.3,5.8,32.700,0.81,1.9,5.54,NA,0.08,6.8,S16_003,1524,1524,1974/10/15 00:00:00+00,Duval,ENTS,ORTEGA FINE SAND,"Typic Quartzipsamments, thermic, uncoated.",A,Thick deposits of marine sands.,30.269824,-81.516326,638687.39,698234.99
757908.269200001,168199.9048,247,6546,0.75,0.57,24.8,1.200,0.96,85.4,286,5.8,455.000,2.32,16.5,39.28,0.500,1.12,83.6,S13_205,6546,6546,1985/05/15 00:00:00+00,Dade,OLLS,KROME VERY GRAVELLY LOAM,"Lithic Udorthents loamy-skeletal, carbonatic, hyperthermic.",Ap,Loamy residuum and limestone fragments mechanically mixed.,25.470732,-80.435735,757908.37,168199.83
132103.726100001,715367.2843,248,6817,0.39,1.9,8.3,0.400,0.004,3.6,1.4,1.9,32.500,0.4,7,3.44,0.250,0.02,5.7,S46_010,6817,6817,1986/03/03 00:00:00+00,Okaloosa,ODS,HURRICANE SAND,"Aquic Grossarenic Alorthods, sandy, siliceous, thermic",A,"Sandy marine sediments,-flatwoods.",30.418532,-86.791546,132103.67,715367.84
142817.126800001,774055.1396,249,6849,0.93,5.1,82.3,2.300,0.05,20.5,4,5.1,213.000,0.4,10.9,13.87,1.070,0.28,10.7,S46_015,6849,6853,1986/03/05 00:00:00+00,Okaloosa,ULTS,IZAGORA SANDY LOAM,"Aquic Paleudults, fine-loamy, siliceous, semiactive, thermic.",Bt2,"Clayey marine sediments; uplands.",30.949466,-86.6933,142817.11,774055.43
518978.363200001,568933.0352,250,6912,0.41,5.6,7.1,0.300,0.004,3,1.3,5.6,12.000,0.4,8,3.43,0.250,0.08,4.9,S38_014,6919,6919,1986/03/27 00:00:00+00,Levy,OLLS,DEMORY MUCKY SANDY LOAM,"Lithic Endoaquolls, loamy, siliceous, active, hyperthermic",A1,Loamy marine sediments,29.121497,-82.775205,518978.15,568933.1
152240.1609,743807.9,251,6836,0.58,3,11.9,1.840,0.08,8.6,1.2,3,12.000,1.43,10,4.41,0.350,0.11,3.5,S46_013,6836,6836,1986/03/04 00:00:00+00,Okaloosa,ENTS,CHIPLEY SAND,"Aquic Quartzipsamments, thermic, coated",A1,"Sandy marine sediments; upland.",30.678721,-86.588002,152240.16,743808.43
154846.9254,744593.4019,252,6843,0.43,2.2,7.4,0.700,0.004,4.3,1.2,2.2,33.900,0.4,8,5.14,0.150,0.01,7,S46_014,6843,6843,1986/03/04 00:00:00+00,Okaloosa,ENTS,FOXWORTH SAND,"Typic Quartzipsamments, thermic, coated",Ap,"Sandy marine sediments; uplands.",30.686289,-86.560951,154846.91,744593.88
659038.817600001,612485.2019,253,7007,0.43,3.9,9.1,0.300,0.004,10,1.4,3.9,7.600,0.4,12,2.42,0.250,0.05,1.5,S18_001,7007,7007,1986/05/19 00:00:00+00,Flagler,ODS,Pomona Sandy Bt Variant fine sand,"Ultic Alaquods, sandy, siliceous, hyperthermic",A,Sandy marine sediments,29.493729,-81.323985,659038.55,612485.46
136971.620200001,757927.226,254,7271,0.44,1.5,16.3,0.800,0.004,11.3,4,1.5,140.000,0.8,11,4.12,0.150,0.08,12,S46_020,7271,7271,1987/03/24 00:00:00+00,Okaloosa,ULTS,BONIFAY SAND,"Grossarenic Plinthic Paleudults, loamy, siliceous, subactive, thermic.",Ap,Sandy and loamy marine sediments,30.802967,-86.750729,136971.66,757927.73
162462.263700001,766588.2041,255,7281,0.49,3.4,15.8,1.400,0.1,20.5,5,3.4,106.000,1.3,19,7.83,0.150,0.19,55.7,S46_022,7281,7281,1987/03/25 00:00:00+00,Okaloosa,ULTS,DOTHAN LOAMY SAND,"Plinthic Kandiudults, fine-loamy, kaolinitic, thermic.",A,0,30.885892,-86.486052,162462.29,766588.57
560500.454799999,487522.7238,256,3533,0.36,1.21,135,0.410,0.004,8.8,1.2,2.7,11.800,0.5,7.5,7.85,0.150,0.03,3.3,S51_018,3533,3533,1978/04/10 00:00:00+00,Pasco,ULTS,LOCHLOOSA FINE SAND,"Aquic Arenic Paleudults, fine-loamy, siliceous, semiactive, hyperthermic.",Ap,Thick beds of sandy and loamy marine sediments.,28.384121,-82.35896,560500.35,487522.81
755885.566500001,400001.9546,257,5275,0.42,0.95,6,0.900,0.004,8.5,2.2,2.7,17.900,1.24,11.8,2.85,0.150,0.03,3.9,S31_003,5275,5275,1982/05/11 00:00:00+00,Indian River,ODS,IMMOKALEE SAND,"Arenic Alaquods, sandy, siliceous, hyperthermic.",Ap,Sandy marine sediments,27.558715,-80.38828,755885.14,400002.11
391136.5988,716861.2184,258,3274,0.42,0.54,93.9,0.490,0.004,6.4,1.2,3.8,17.500,0.4,3.7,5.03,0.300,0.01,3.7,S37_018,3274,3274,1977/10/18 00:00:00+00,Leon,ODS,SAPELO FINE SAND,"Ultic Alaquods, sandy, siliceous, thermic.",Ap,0,30.459285,-84.092387,391136.49,716861.45
546160.0405,542903.9021,259,4696,0.36,0.13,24.3,0.510,0.004,11.3,1,2.1,19.400,0.89,7.9,5.02,0.150,0.08,4,S09_004,4696,4696,1980/11/18 00:00:00+00,Citrus,ULTS,Arredondo Sandy Bt Variant Fine Sand,"Grossarenic Paleudults, sandy,siliceous, semiactive, hyperthermic.",Ap,Marine sands and loamy materials.,28.884411,-82.498676,546159.84,542903.98
521428.966899998,683068.591,260,3772,0.36,1.35,11.1,1.150,0.004,7.1,1.4,2.8,21.600,0.48,7.5,3.2,0.150,0.06,2.8,S12_003,3772,3772,1978/07/25 00:00:00+00,Columbia,ULTS,BLANTON FINE SAND,"Grossarenic Paleudults, loamy, siliceous, semiactive, thermic.",Ap,Thick beds of sandy and loamy marine sediments.,30.149244,-82.737954,521428.89,683068.86
273941.156500001,744020.9226,261,1872,0.37,1.6,18.3,NA,0.004,8.1,3.9,5.1,NA,1.16,16.8,7.45,NA,0.08,7.2,S32_022,1872,1872,1975/04/07 00:00:00+00,Jackson,ULTS,Fuquay Coarse Sand,"Arenic Plinthic Kandiudults, loamy, kaolinitic, thermic.",A,Marine terrace.,30.698004,-85.31693,273940.94,744021.19
754886.559099998,421684.6391,262,5767,0.4,0.55,7.9,0.910,0.004,8.3,1,1.9,120.000,0.77,7.8,4.19,0.300,0.1,5,S31_020,5767,5767,1983/05/18 00:00:00+00,Indian River,ENTS,PALM BEACH SAND,"Typic Quartzipsamments, hyperthermic, uncoated",A,Marine sands and shell fragments,27.754146,-80.391976,754886.14,421684.76
470493.0429,662670.6545,263,7886,0.5,0.11,5,0.200,0.56,5.1,0.6,3.3,4.900,1.3,7.2,3.42,0.250,0.04,3.5,S34_005,7886,7886,1989/04/12 00:00:00+00,Lafayette,ALFS,Mouzon fine sand,"Typic Albaqualfs, fine-loamy, siliceous, semiactive, thermic.",Ap,Marine deposit,29.969199,-83.268587,470492.88,662670.95
535557.491599999,504920.7861,264,1630,0.34,0.2,3.6,0.160,0.11,1.1,1.4,7.4,5.300,0.56,5.8,2.19,NA,0.08,2.3,S27_015,1630,1630,1975/01/07 00:00:00+00,Hernando,ODS,EAUGALLIE SANDY Bt VARIANT FINE SAND,"Alfic Alaquods, sandy, siliceous, hyperthermic.",A,Sandy and loamy marine sediments.,28.543528,-82.611965,535557.3,504920.89
590957.701299999,686876.652,265,6269,0.34,0.3,8.5,2.090,0.04,23.2,1.7,3,18.200,2.23,20.3,5.21,0.150,0.08,6.4,S10_014,6269,6269,1994/11/07 00:00:00+00,Clay,ALFS,MEADOWBROOK SAND,"Grossarenic  Endoaqualfs, loamy, siliceous, subactive, thermic",A,Marine or fluvial sediments.,30.175301,-82.014787,590957.6,686876.87
662046.397,468534.4234,266,1311,1,2.22,56.6,0.700,0.94,16.5,5.8,46.9,7.000,4.74,11.6,11.74,0.300,2.22,3.2,S49_014,1311,1311,1974/04/16 00:00:00+00,Osceola,ISTS,KALIGA MUCK,"Terric Haplosaprists, loamy, siliceous, dysic, hyperthermic.",Oap,Well-decomposed hydrophytic non-woody plant remains underlain by loamy mineral materials.,28.197169,-81.325178,662045.99,468534.6
677745.206599999,477509.7453,267,1359,6,3.16,79.6,0.400,0.12,20,8,429.9,28.000,0,32,28.32,3.200,2.04,32,S49_020,1359,1359,1974/04/19 00:00:00+00,Osceola,ISTS,HONTOON MUCK,"Typic Haplosaprists, dysic, hyperthermic.",Oa1,Partially decomposed hydrophytic non-woody plant remains.,28.274807,-81.16288,677744.81,477509.93
757465.030299999,395899.583,268,1799,0.31,0.06,2.9,0.010,0.004,0.2,0.3,3.5,11.900,0.95,14.8,1.09,NA,0.05,2,S56_006,1799,1799,1975/03/12 00:00:00+00,St. Lucie,ODS,LAWNWOOD SAND,"Aeric Alaquods, sandy, siliceous, hyperthermic, ortstein.",A1,Sandy and loamy marine sediments.,27.521371,-80.373484,757464.56,395899.77
536721.360300001,654493.1687,269,4335,0.79,0.23,44.2,4.700,0.23,175,4.5,9.2,35.800,5.25,24,34.78,0.500,0.77,29.4,S12_020,4335,4335,1979/12/19 00:00:00+00,Columbia,ENTS,O'LENO CLAY,"Vertic Endoaquepts, clayey over loamy, smectitic, acid, thermic.",A,Clayey sediments over loamy deposits on flood plains.,29.890339,-82.582443,536721.29,654493.43
626807.0867,434587.9339,270,5631,1.1,0.34,25.8,0.160,0.007,8,5,67.1,7.200,4.12,6.4,6.08,0.800,1.24,4.6,S53_018,5631,5631,1983/01/27 00:00:00+00,Polk,ISTS,KALIGA MUCK,"Terric Haplosaprists, loamy, siliceous, dysic, hyperthermic.",Oap,"Moderately thick beds of hydrophytic non-woody plant remains over very loamy marine sediments;",27.897972,-81.691279,626806.51,434588.16
106182.771000002,736675.3935,271,371,1.08,2.1,134.8,0.220,0.16,9.6,12.6,63.1,115.200,3.88,17.4,200.2,1.000,0.68,43.2,S57_015,371,371,1972/07/24 00:00:00+00,Santa Rosa,ISTS,DOROVAN MUCK,"Typic Haplosaprists, dysic, thermic.",Oa1,Decomposed organic matter overlying mineral sediments.,30.604943,-87.067064,106182.72,736675.93
775870.548500001,264799.2593,272,1137,0.66,0.22,7.8,0.240,0.007,7.1,18.2,241.9,23.400,0.76,13,5.58,NA,0.08,5.8,S50_026,1137,1137,1973/10/19 00:00:00+00,Palm Beach,ENTS,HALLANDALE SAND,"Lithic Psammaquents, siliceous, hyperthermic.",Ap,Thin beds of sandy marine sediments over limestone.,26.336099,-80.227546,775870.4,264799.4
544797.393800002,503849.635,273,1380,0.21,0.24,4.6,0.270,0.05,5.3,2.7,6.2,23.900,0.31,6.9,4.24,NA,0.08,4.9,S27_006,1380,1380,1974/07/16 00:00:00+00,Hernando,ENTS,CANDLER FINE SAND,"Lamellic Quartzipsamments, hyperthermic, uncoated.",A,Marine deposits of coarse textured materials.,28.532915,-82.517494,544797.24,503849.76
653186.916900001,653999.5565,274,3838,0.36,0.1,46.7,1.240,0.004,6.5,1.1,2.4,48.700,0.19,7,8.08,0.150,0.03,5.7,S55_031,3838,3838,1978/10/18 00:00:00+00,St. Johns,ALFS,RIVIERA FINE SAND,"Arenic Glossaqualfs, loamy, siliceous, active, hyperthermic.",Ap,Stratified marine sands and sandy clay loam.,29.868698,-81.375293,653186.71,653999.68
691449.2062,571685.7766,275,1485,0.38,0.21,15.5,0.780,0.08,5.2,2.3,17.1,52.200,0.71,4.9,7.05,NA,0.08,7.5,S64_011,1485,1485,1974/08/19 00:00:00+00,Volusia,ODS,SMYRNA FINE SAND,"Aeric  Alaquods, sandy, siliceous, hyperthermic.",A,Thick deposits of sandy marine materials.,29.119676,-80.999546,691448.94,571685.97
110783.867699999,738518.5985,276,2072,0.34,0.62,10,0.440,0.01,4.5,1.7,44.4,10.200,0.4,6.1,7.06,0.300,0.25,3.5,S57_040,2072,2072,1975/06/26 00:00:00+00,Santa Rosa,EPTS,RUTLEGE LOAMY SAND,"Typic Humaquepts, sandy, siliceous, thermic",A1,Sandy marine sediments.,30.622572,-87.019525,110783.84,738519.14
368932.311999999,723749.698,277,2624,0.41,0.25,38.7,0.770,0.02,7.7,1.7,4.1,34.600,0.21,8.1,5.18,NA,0.11,6.5,S37_010,2624,2624,1976/04/13 00:00:00+00,Leon,ULTS,Goldhead Fine Sand,"Grossarenic Paleaqualfs, loamy, siliceous, subactive, thermic.",A1,0,30.52102,-84.324018,368932.27,723749.88
659208.741999999,653827.6949,278,3252,0.54,6.2,57.1,2.500,0.1,72.7,7.3,7.6,79.800,10.8,10.8,21.32,0.150,0.33,43.7,S55_010,3252,3252,1977/09/09 00:00:00+00,St. Johns,ENTS,PELLICER SILTY CLAY,"TYPIC SULFAQUENTS, FINE, SMECTITIC, NONACID, THERMIC",A,Clayey tidal sediments,29.865982,-81.312925,659208.47,653827.84
