X,Y,OBJECTID,ID_MA98,AG_MG_KG,AS_MG_KG,BA_MG_KG,BE_MG_KG,CD_MG_KG,CR_MG_KG,CU_MG_KG,HG_MG_KG,MN_MG_KG,MO_MG_KG,NI_MG_KG,PB_MG_KG,SB_MG_KG,SE_MG_KG,ZN_MG_KG,ID_UFSCL,FDOTID_UF,LAB_NUM_UF,DATE_UF,COUNTY_UF,SOIL_ORDER,SO_SER_UF,SOIL_TY_UF,HORIZON_UF,PARENT_UF,LATITUDE,LONGITUDE,ALBERS_X,ALBERS_Y
597400.439199999,541501.3106,421,5364,0.52,1.37,10,NA,0.004,12.1,0.9,3.6,26.800,1.67,11,3.86,0.410,0.05,4.1,S60_008,5364,5364,1982/05/27 00:00:00+00,Sumter,ULTS,CADILLAC FINE SAND,"Grossarenic Paleudalfs, loamy, siliceous, active, hyperthermic.",Ap,Thick beds of sand and loamy marine or aeolian deposits.,28.865181,-81.972664,597400.36,541501.46
589889.918000001,632085.0551,422,5802,0.45,0,13.6,1.210,0.004,16.4,2.5,1.1,70.500,1.23,15.3,5.03,0.150,0.08,3.8,S54_013,5802,5802,1983/10/11 00:00:00+00,Putnam,ULTS,Sparr Udalfs Variant Sand,"Aquic Grossarenic Paleudalfs, loamy, siliceous, active, hyperthermic",Ap,Sandy and loamy marine sediments.,29.681949,-82.034962,589889.83,632085.34
464710.350499999,724755.2865,423,5919,0.37,0.29,33,0.570,0.004,6.4,2.3,1.7,69.300,0.34,7.3,4.38,0.150,0.05,7.8,S40_009,5919,5919,1983/12/14 00:00:00+00,Madison,ULTS,BLANTON SAND,"Grossarenic Paleudults, loamy, siliceous, semiactive, thermic.",Ap,Sandy marine deposits.,30.528854,-83.325059,464710.28,724755.5
587750.510899998,668607.73,424,6625,0.33,0.42,4.5,1.500,0.1,12.9,1,3.7,12.100,2.58,8.3,10.8,0.150,0.32,5.7,S04_005,6625,6625,1985/06/25 00:00:00+00,Bradford,ODS,ALLANTON LOAMY SAND,"Grossarenic Alaquods, sandy, siliceous, thermic",A1,Sandy marine sediments,30.0112,-82.051125,587750.35,668607.96
481569.7064,733186.4079,425,7592,0.82,3.6,24.8,1.000,0.007,11,6,3.6,45.200,0.8,20,10.28,0.300,0.1,6.6,S24_005,7592,7592,,Calhoun,ODS,POTTSBURG SAND,"Grossarenic Haplaquods,  sandy, siliceous, thermic.",A,Marine sands from quartzite material.,30.60389,-83.14861,481569.658426,733186.635362
480290.925999999,729479.0273,426,7598,0.44,4.3,20.7,0.700,0.01,7.8,3,4.3,131.000,1,9,5.26,0.150,0.02,10,S24_006,7598,7598,,Calhoun,ENTS,Chipley,"Aquic Quartzipsamments, sandy, coated, thermic.",Ap,Marine sands from quartzite material,30.57056,-83.16222,480290.863702,729479.28466
461071.9058,640812.8838,427,7606,0.44,2,4.2,0.200,0.004,5.6,2,2,6.800,0.4,6,2.34,0.150,0.02,1.8,S62_002,7606,7606,1988/08/19 00:00:00+00,Taylor,ALFS,"Meadowbrook Fine Sand, Limestone Substratum","Grossarenic Endoaqualfs, loamy, siliceous, subactive, thermic.",Ap,Unconsolidated sediments from sandy/loamy material over residuum from limestone-phosphatic material,29.77278,-83.3675,461071.697266,640813.222135
456114.799600001,651212.0174,428,7625,0.44,3.2,4.4,0.200,0.004,2.2,1,3.2,2.900,0.4,6,1.56,0.150,0.08,1.5,S62_006,7625,7625,,Taylor,ODS,Leon,"Aeric  Alaquods, sandy, siliceous, thermic.",Ap,Marine sands material,29.86667,-83.41833,456114.624982,651212.337088
455244.916000001,648031.7564,429,7637,0.42,4.1,2.4,0.200,0.004,1.6,1,4.1,1.600,0.4,5,1.77,0.150,0.08,1.1,S62_008,7637,7637,1988/08/19 00:00:00+00,Taylor,ODS,Chaires Fine Sand,"Alfic Alaquods, sandy, siliceous, thermic.",Ap,Marine from sandy/loamy material over residuum from limestone-phosphatic material,29.83806,-83.4275,455244.73253,648032.082205
457087.191300001,655040.0045,430,7643,0.47,0.11,9.5,0.300,0.01,9,2,2.8,34.800,0.4,9,4.58,0.150,0.04,5.2,S62_009,7643,7643,1988/08/19 00:00:00+00,Taylor,ENTS,"Chipley Sand, Limestone Substratum","Aquic Quartzipsamments, coated, thermic",Ap,Marine sands material,29.90111,-83.40806,457087.027817,655040.317379
461480.786200002,634369.0254,431,7648,0.33,0.04,3.1,0.100,0.004,1.7,2,2.5,2.700,0.4,10,1.44,0.150,0.08,2.3,S62_010,7648,7648,1988/08/19 00:00:00+00,Taylor,ENTS,Ortega Fine Sand,"Typic Quartzipsamments, uncoated, thermic.",Ap,marine sands material,29.71472,-83.36361,461480.562102,634369.362599
460638.3147,636461.936,432,7658,0.4,0.18,5.9,0.400,0.004,2.9,2,2.5,10.200,0.4,8,2.6,0.150,0.08,2.2,S62_012,7658,7658,1988/08/19 00:00:00+00,Taylor,ODS,Hurricane Fine Sand,"Aquic Grossarenic Alorthods, sandy, siliceous, thermic.",Ap,Marine sands material,29.73361,-83.37222,460638.095205,636462.27644
274570.601500001,710727.9283,433,7771,0.5,0.53,7.6,0.800,0.004,7.1,2.5,8.1,17.400,1.32,10.6,5,0.300,0.08,5.9,S07_012,7771,7771,1988/12/13 00:00:00+00,Calhoun,ENTS,Foxworth sand,"Typic Quartzipsamments, thermic, coated.",Ap,Sandy marine sediments,30.39806,-85.30667,274570.361481,710728.030782
278807.8259,713056.671,434,7787,0.5,0.03,4.3,0.300,0.004,30,3.1,4.6,8.300,2.3,20.3,3.57,0.200,0.08,5,S07_015,7787,7787,1988/12/14 00:00:00+00,Calhoun,ODS,Pottsburg sand,"Grossarenic Alaquods, sandy, siliceous, thermic.",Ap,Sandy marine sediments,30.41944,-85.26278,278807.590192,713056.764723
295688.2042,725658.403,435,7806,0.5,0.61,11.2,0.800,0.004,447,11,3.6,96.200,9.7,209,4.7,0.150,0.04,11,S07_018,7806,7806,1988/12/15 00:00:00+00,Calhoun,ULTS,Fuquay loamy sand,"Arenic Plinthic Kandiudults, loamy, kaolinitic, thermic.",Ap,Sandy and loamy marine sediments,30.53444,-85.08806,295688.07521,725658.539842
497900.050000001,724833.206,436,7812,0.5,0.25,12.5,0.400,0.004,4.5,2.2,5.3,29.700,1.61,7.5,3.1,0.250,0.08,4.5,S24_007,7812,7812,1989/03/22 00:00:00+00,Hamilton,ULTS,Albany sand,"Grossarenic Paleudults, loamy, siliceous, subactive, thermic.",Ap,Loamy and sandy marine sediments,30.5275,-82.97889,497899.98071,724833.53878
507893.8301,721251.3386,437,7825,0.5,0.5,41.3,0.900,0.01,21.7,7.6,7.4,12.400,1.98,8.7,8.06,0.250,0.16,5.1,S24_009,7825,7825,1989/03/22 00:00:00+00,Hamilton,ALFS,Cantey fine sandy loam,"Typic  Umbraqualfs ,  fine-loamy, mixed , thermic.",Ap,Clayey marine sediments,30.49444,-82.875,507893.748215,721251.623387
296092.937899999,704907.9257,438,7830,0.5,0.88,32.4,2.900,0.03,34.4,8.1,9.1,89.300,2.11,12.7,29.99,0.150,0.41,14.3,S07_019,7830,7830,1989/04/03 00:00:00+00,Calhoun,ULTS,Cantey loam,"Typic Albaquults, clayey, koalinitic, thermic.",Ap,Loamy and clayey marine sediments,30.3475,-85.08194,296092.761593,704908.039191
